From	To	Species	Gene Name
ENSG00000135502	115557	Homo sapiens	RhoA/RAC/CDC42 exchange factor; solute carrier family 26, member 10
ENSG00000135502	65012	Homo sapiens	RhoA/RAC/CDC42 exchange factor; solute carrier family 26, member 10
ENSG00000204822	116540	Homo sapiens	mitochondrial ribosomal protein L53
ENSG00000143622	6016	Homo sapiens	Ras-like without CAAX 1
ENSG00000214300	441272	Homo sapiens	speedy homolog E3 (Xenopus laevis)
ENSG00000198754	64064	Homo sapiens	3-oxoacid CoA transferase 2
ENSG00000143816	7483	Homo sapiens	wingless-type MMTV integration site family, member 9A
ENSG00000149968	4314	Homo sapiens	matrix metallopeptidase 3 (stromelysin 1, progelatinase)
ENSG00000182827	64746	Homo sapiens	acyl-Coenzyme A binding domain containing 3
ENSG00000188822	1269	Homo sapiens	cannabinoid receptor 2 (macrophage)
ENSG00000147183	53336	Homo sapiens	CPX chromosome region, candidate 1
ENSG00000100376	55007	Homo sapiens	family with sequence similarity 118, member A
ENSG00000173535	8794	Homo sapiens	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain
ENSG00000188820	441168	Homo sapiens	family with sequence similarity 26, member F
ENSG00000140382	10363	Homo sapiens	high-mobility group 20A
ENSG00000094880	8697	Homo sapiens	cell division cycle 23 homolog (S. cerevisiae)
ENSG00000101638	29906	Homo sapiens	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5
ENSG00000151006	339105	Homo sapiens	polyserase 3
ENSG00000188827	84464	Homo sapiens	BTB (POZ) domain containing 12
ENSG00000110693	55553	Homo sapiens	SRY (sex determining region Y)-box 6
ENSG00000214517	51400	Homo sapiens	protein phosphatase methylesterase 1
ENSG00000151917	221336	Homo sapiens	BEN domain containing 6
ENSG00000162711	114548	Homo sapiens	NLR family, pyrin domain containing 3
ENSG00000108010	10539	Homo sapiens	glutaredoxin 3
ENSG00000130703	9885	Homo sapiens	oxysterol binding protein-like 2
ENSG00000162994	130162	Homo sapiens	chromosome 2 open reading frame 63
ENSG00000135519	23416	Homo sapiens	potassium voltage-gated channel, subfamily H (eag-related), member 3
ENSG00000042062	140876	Homo sapiens	family with sequence similarity 65, member C
ENSG00000162998	2487	Homo sapiens	frizzled-related protein
ENSG00000114541	23150	Homo sapiens	FERM domain containing 4B
ENSG00000022267	2273	Homo sapiens	four and a half LIM domains 1
ENSG00000148814	80313	Homo sapiens	leucine rich repeat containing 27
ENSG00000095321	1384	Homo sapiens	carnitine acetyltransferase
ENSG00000163251	7855	Homo sapiens	frizzled homolog 5 (Drosophila)
ENSG00000134987	134430	Homo sapiens	WD repeat domain 36
ENSG00000168906	4144	Homo sapiens	methionine adenosyltransferase II, alpha
ENSG00000134986	9315	Homo sapiens	chromosome 5 open reading frame 13
ENSG00000148426	254427	Homo sapiens	chromosome 10 open reading frame 47
ENSG00000135932	51719	Homo sapiens	calcium binding protein 39
ENSG00000071205	79658	Homo sapiens	Rho GTPase activating protein 10
ENSG00000112685	55770	Homo sapiens	exocyst complex component 2
ENSG00000116698	9887	Homo sapiens	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)
ENSG00000136240	11014	Homo sapiens	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2
ENSG00000213465	402	Homo sapiens	ADP-ribosylation factor-like 2
ENSG00000140391	10099	Homo sapiens	tetraspanin 3
ENSG00000173545	90441	Homo sapiens	zinc finger protein 622
ENSG00000187479	387763	Homo sapiens	hypothetical protein LOC387763
ENSG00000069018	57113	Homo sapiens	transient receptor potential cation channel, subfamily C, member 7
ENSG00000129691	9070	Homo sapiens	ash2 (absent, small, or homeotic)-like (Drosophila)
ENSG00000106077	83451	Homo sapiens	abhydrolase domain containing 11
ENSG00000183470	286023	Homo sapiens	hypothetical FLJ40288
ENSG00000076356	5362	Homo sapiens	plexin A2
ENSG00000063245	29924	Homo sapiens	epsin 1
ENSG00000115816	10153	Homo sapiens	CCAAT/enhancer binding protein (C/EBP), zeta
ENSG00000162736	23385	Homo sapiens	nicastrin
ENSG00000148840	23082	Homo sapiens	peroxisome proliferator-activated receptor gamma, coactivator-related 1
ENSG00000196505	54834	Homo sapiens	ganglioside induced differentiation associated protein 2
ENSG00000183479	11219	Homo sapiens	three prime repair exonuclease 2; HAUS augmin-like complex, subunit 7
ENSG00000183479	55559	Homo sapiens	three prime repair exonuclease 2; HAUS augmin-like complex, subunit 7
ENSG00000156521	219743	Homo sapiens	trypsin domain containing 1
ENSG00000183475	140460	Homo sapiens	ankyrin repeat and SOCS box-containing 7
ENSG00000169251	51068	Homo sapiens	NMD3 homolog (S. cerevisiae)
ENSG00000148411	138151	Homo sapiens	NACC family member 2, BEN and BTB (POZ) domain containing
ENSG00000136231	10643	Homo sapiens	insulin-like growth factor 2 mRNA binding protein 3
ENSG00000108244	25984	Homo sapiens	keratin 23 (histone deacetylase inducible)
ENSG00000135925	80326	Homo sapiens	wingless-type MMTV integration site family, member 10A
ENSG00000132164	6538	Homo sapiens	solute carrier family 6 (neurotransmitter transporter, GABA), member 11
ENSG00000184716	619189	Homo sapiens	serine incorporator 4
ENSG00000091527	55573	Homo sapiens	CDV3 homolog (mouse)
ENSG00000162734	8682	Homo sapiens	phosphoprotein enriched in astrocytes 15
ENSG00000175416	1212	Homo sapiens	clathrin, light chain (Lcb)
ENSG00000107338	6461	Homo sapiens	Src homology 2 domain containing adaptor protein B
ENSG00000101654	8731	Homo sapiens	RNA (guanine-7-) methyltransferase
ENSG00000129682	2258	Homo sapiens	fibroblast growth factor 13
ENSG00000116161	27101	Homo sapiens	similar to calcyclin binding protein; calcyclin binding protein
ENSG00000116161	644877	Homo sapiens	similar to calcyclin binding protein; calcyclin binding protein
ENSG00000171681	55729	Homo sapiens	activating transcription factor 7 interacting protein
ENSG00000174032	253512	Homo sapiens	solute carrier family 25, member 30
ENSG00000108846	8714	Homo sapiens	ATP-binding cassette, sub-family C (CFTR/MRP), member 3
ENSG00000164111	308	Homo sapiens	annexin A5
ENSG00000130720	84929	Homo sapiens	fibrinogen C domain containing 1
ENSG00000115808	6801	Homo sapiens	striatin, calmodulin binding protein
ENSG00000130725	606551	Homo sapiens	ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast); ubiquitin-conjugating enzyme E2M pseudogene 1
ENSG00000130725	9040	Homo sapiens	ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast); ubiquitin-conjugating enzyme E2M pseudogene 1
ENSG00000130723	84726	Homo sapiens	HLA-B associated transcript 2-like
ENSG00000154556	8470	Homo sapiens	sorbin and SH3 domain containing 2
ENSG00000173141	78988	Homo sapiens	mitochondrial ribosomal protein 63
ENSG00000136238	5879	Homo sapiens	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)
ENSG00000102900	9688	Homo sapiens	nucleoporin 93kDa
ENSG00000084070	64744	Homo sapiens	small ArfGAP2
ENSG00000120265	5110	Homo sapiens	protein-L-isoaspartate (D-aspartate) O-methyltransferase
ENSG00000182687	8811	Homo sapiens	galanin receptor 2
ENSG00000182685	283870	Homo sapiens	chromosome 16 open reading frame 79
ENSG00000171617	8507	Homo sapiens	ectodermal-neural cortex (with BTB-like domain)
ENSG00000113643	5917	Homo sapiens	arginyl-tRNA synthetase
ENSG00000076242	4292	Homo sapiens	mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)
ENSG00000197461	5154	Homo sapiens	platelet-derived growth factor alpha polypeptide
ENSG00000186889	200728	Homo sapiens	transmembrane protein 17
ENSG00000134827	6947	Homo sapiens	transcobalamin I (vitamin B12 binding protein, R binder family)
ENSG00000050405	51474	Homo sapiens	LIM domain and actin binding 1
ENSG00000002919	29916	Homo sapiens	sorting nexin 11
ENSG00000077380	728532	Homo sapiens	similar to dynein cytoplasmic 1 intermediate chain 2; dynein, cytoplasmic 1, intermediate chain 2
ENSG00000077380	1781	Homo sapiens	similar to dynein cytoplasmic 1 intermediate chain 2; dynein, cytoplasmic 1, intermediate chain 2
ENSG00000160058	55108	Homo sapiens	BSD domain containing 1
ENSG00000153774	10428	Homo sapiens	craniofacial development protein 1
ENSG00000184544	201140	Homo sapiens	dehydrogenase/reductase (SDR family) member 7C
ENSG00000164933	81034	Homo sapiens	solute carrier family 25, member 32
ENSG00000154114	219899	Homo sapiens	tubulin folding cofactor E-like
ENSG00000126460	5639	Homo sapiens	proline rich Gla (G-carboxyglutamic acid) 2
ENSG00000089157	122589	Homo sapiens	ribosomal protein, large, P0 pseudogene 2; ribosomal protein, large, P0 pseudogene 3; ribosomal protein, large, P0 pseudogene 6; ribosomal protein, large, P0
ENSG00000089157	113157	Homo sapiens	ribosomal protein, large, P0 pseudogene 2; ribosomal protein, large, P0 pseudogene 3; ribosomal protein, large, P0 pseudogene 6; ribosomal protein, large, P0
ENSG00000089157	220717	Homo sapiens	ribosomal protein, large, P0 pseudogene 2; ribosomal protein, large, P0 pseudogene 3; ribosomal protein, large, P0 pseudogene 6; ribosomal protein, large, P0
ENSG00000089157	6175	Homo sapiens	ribosomal protein, large, P0 pseudogene 2; ribosomal protein, large, P0 pseudogene 3; ribosomal protein, large, P0 pseudogene 6; ribosomal protein, large, P0
ENSG00000175395	219749	Homo sapiens	zinc finger protein 25
ENSG00000100335	54471	Homo sapiens	Smith-Magenis syndrome chromosome region, candidate 7-like
ENSG00000117519	1266	Homo sapiens	calponin 3, acidic
ENSG00000066044	1994	Homo sapiens	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)
ENSG00000157992	200634	Homo sapiens	keratinocyte associated protein 3
ENSG00000188428	63915	Homo sapiens	thioredoxin domain containing 5 (endoplasmic reticulum); muted homolog (mouse)
ENSG00000188428	81567	Homo sapiens	thioredoxin domain containing 5 (endoplasmic reticulum); muted homolog (mouse)
ENSG00000071859	9130	Homo sapiens	family with sequence similarity 50, member A
ENSG00000166596	146845	Homo sapiens	WD repeat domain 16
ENSG00000212747	100128949	Homo sapiens	family with sequence similarity 127, member C; hypothetical LOC100128949
ENSG00000212747	441518	Homo sapiens	family with sequence similarity 127, member C; hypothetical LOC100128949
ENSG00000164938	94241	Homo sapiens	tumor protein p53 inducible nuclear protein 1
ENSG00000182670	7267	Homo sapiens	tetratricopeptide repeat domain 3; tetratricopeptide repeat domain 3-like
ENSG00000182670	286495	Homo sapiens	tetratricopeptide repeat domain 3; tetratricopeptide repeat domain 3-like
ENSG00000186871	54821	Homo sapiens	excision repair cross-complementing rodent repair deficiency, complementation group 6-like
ENSG00000107625	79009	Homo sapiens	DEAD (Asp-Glu-Ala-Asp) box polypeptide 50
ENSG00000129595	64097	Homo sapiens	erythrocyte membrane protein band 4.1 like 4A
ENSG00000184530	352999	Homo sapiens	chromosome 6 open reading frame 58
ENSG00000003400	843	Homo sapiens	caspase 10, apoptosis-related cysteine peptidase
ENSG00000164944	25962	Homo sapiens	KIAA1429
ENSG00000151967	29970	Homo sapiens	schwannomin interacting protein 1
ENSG00000088038	4849	Homo sapiens	CCR4-NOT transcription complex, subunit 3
ENSG00000149043	90019	Homo sapiens	synaptotagmin VIII
ENSG00000100342	8542	Homo sapiens	apolipoprotein L, 1
ENSG00000187531	51547	Homo sapiens	sirtuin (silent mating type information regulation 2 homolog) 7 (S. cerevisiae)
ENSG00000143157	57645	Homo sapiens	pogo transposable element with KRAB domain
ENSG00000123444	55709	Homo sapiens	kelch repeat and BTB (POZ) domain containing 4
ENSG00000069869	4734	Homo sapiens	neural precursor cell expressed, developmentally down-regulated 4
ENSG00000124126	57580	Homo sapiens	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1
ENSG00000131368	64432	Homo sapiens	mitochondrial ribosomal protein S25
ENSG00000176248	29882	Homo sapiens	anaphase promoting complex subunit 2
ENSG00000133561	474344	Homo sapiens	GTPase, IMAP family member 6
ENSG00000100345	4627	Homo sapiens	myosin, heavy chain 9, non-muscle
ENSG00000174109	283951	Homo sapiens	chromosome 16 open reading frame 91
ENSG00000174444	6124	Homo sapiens	ribosomal protein L4; ribosomal protein L4 pseudogene 5; ribosomal protein L4 pseudogene 4
ENSG00000174444	158345	Homo sapiens	ribosomal protein L4; ribosomal protein L4 pseudogene 5; ribosomal protein L4 pseudogene 4
ENSG00000174444	647276	Homo sapiens	ribosomal protein L4; ribosomal protein L4 pseudogene 5; ribosomal protein L4 pseudogene 4
ENSG00000159082	8867	Homo sapiens	synaptojanin 1
ENSG00000169217	10421	Homo sapiens	CD2 (cytoplasmic tail) binding protein 2
ENSG00000157014	9797	Homo sapiens	TatD DNase domain containing 2
ENSG00000197444	55753	Homo sapiens	oxoglutarate dehydrogenase-like
ENSG00000015285	7454	Homo sapiens	Wiskott-Aldrich syndrome (eczema-thrombocytopenia)
ENSG00000072501	8243	Homo sapiens	structural maintenance of chromosomes 1A
ENSG00000140688	64755	Homo sapiens	chromosome 16 open reading frame 58
ENSG00000073150	56666	Homo sapiens	pannexin 2
ENSG00000160856	115352	Homo sapiens	Fc receptor-like 3
ENSG00000144659	54977	Homo sapiens	solute carrier family 25, member 38
ENSG00000165219	26130	Homo sapiens	GTPase activating protein and VPS9 domains 1
ENSG00000120832	80298	Homo sapiens	MTERF domain containing 3
ENSG00000184564	84189	Homo sapiens	SLIT and NTRK-like family, member 6
ENSG00000149798	10435	Homo sapiens	CDC42 effector protein (Rho GTPase binding) 2
ENSG00000187185	388282	Homo sapiens	hypothetical LOC388282
ENSG00000104321	8989	Homo sapiens	transient receptor potential cation channel, subfamily A, member 1
ENSG00000189143	1364	Homo sapiens	claudin 4
ENSG00000124920	745	Homo sapiens	chromosome 11 open reading frame 9
ENSG00000049089	1298	Homo sapiens	collagen, type IX, alpha 2
ENSG00000100354	23112	Homo sapiens	trinucleotide repeat containing 6B
ENSG00000133597	90956	Homo sapiens	aarF domain containing kinase 2
ENSG00000127564	9088	Homo sapiens	protein kinase, membrane associated tyrosine/threonine 1
ENSG00000108511	3216	Homo sapiens	homeobox B6
ENSG00000100564	5283	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis, class H
ENSG00000154645	140578	Homo sapiens	chondrolectin
ENSG00000100565	145497	Homo sapiens	chromosome 14 open reading frame 166B
ENSG00000161905	246	Homo sapiens	arachidonate 15-lipoxygenase
ENSG00000178105	1662	Homo sapiens	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10
ENSG00000186891	8784	Homo sapiens	tumor necrosis factor receptor superfamily, member 18
ENSG00000168830	3354	Homo sapiens	5-hydroxytryptamine (serotonin) receptor 1E
ENSG00000163346	57326	Homo sapiens	pre-B-cell leukemia homeobox interacting protein 1
ENSG00000134243	6272	Homo sapiens	sortilin 1
ENSG00000120837	4801	Homo sapiens	nuclear transcription factor Y, beta
ENSG00000114923	6508	Homo sapiens	solute carrier family 4, anion exchanger, member 3
ENSG00000187556	342977	Homo sapiens	nanos homolog 3 (Drosophila)
ENSG00000104312	8767	Homo sapiens	receptor-interacting serine-threonine kinase 2
ENSG00000088053	51206	Homo sapiens	glycoprotein VI (platelet)
ENSG00000146755	135892	Homo sapiens	tripartite motif-containing 50
ENSG00000189159	51155	Homo sapiens	hematological and neurological expressed 1
ENSG00000188033	57474	Homo sapiens	zinc finger protein 490
ENSG00000154845	9989	Homo sapiens	protein phosphatase 4, regulatory subunit 1
ENSG00000160284	84221	Homo sapiens	chromosome 21 open reading frame 56
ENSG00000161544	114757	Homo sapiens	cytoglobin
ENSG00000171094	238	Homo sapiens	anaplastic lymphoma receptor tyrosine kinase
ENSG00000155876	10670	Homo sapiens	Ras-related GTP binding A
ENSG00000089195	51605	Homo sapiens	tRNA methyltransferase 6 homolog (S. cerevisiae)
ENSG00000083750	10325	Homo sapiens	Ras-related GTP binding B
ENSG00000169436	169044	Homo sapiens	collagen, type XXII, alpha 1
ENSG00000160293	7410	Homo sapiens	vav 2 guanine nucleotide exchange factor
ENSG00000150401	55208	Homo sapiens	DCN1, defective in cullin neddylation 1, domain containing 2 (S. cerevisiae)
ENSG00000155729	130535	Homo sapiens	potassium channel tetramerisation domain containing 18
ENSG00000124157	6407	Homo sapiens	semenogelin II
ENSG00000086967	4606	Homo sapiens	myosin binding protein C, fast type
ENSG00000113889	3827	Homo sapiens	kininogen 1
ENSG00000184500	5627	Homo sapiens	protein S (alpha)
ENSG00000107672	54780	Homo sapiens	non-SMC element 4 homolog A (S. cerevisiae)
ENSG00000089597	23193	Homo sapiens	glucosidase, alpha; neutral AB
ENSG00000068001	8692	Homo sapiens	hyaluronoglucosaminidase 2
ENSG00000019582	972	Homo sapiens	CD74 molecule, major histocompatibility complex, class II invariant chain
ENSG00000126947	51309	Homo sapiens	armadillo repeat containing, X-linked 1
ENSG00000143190	5451	Homo sapiens	POU class 2 homeobox 1
ENSG00000155097	528	Homo sapiens	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1
ENSG00000140691	79798	Homo sapiens	armadillo repeat containing 5
ENSG00000173093	160762	Homo sapiens	coiled-coil domain containing 63
ENSG00000137478	9873	Homo sapiens	FCH and double SH3 domains 2
ENSG00000155099	55529	Homo sapiens	transmembrane protein 55A
ENSG00000134851	55858	Homo sapiens	transmembrane protein 165
ENSG00000085831	22996	Homo sapiens	tetratricopeptide repeat domain 39A
ENSG00000126217	23263	Homo sapiens	MCF.2 cell line derived transforming sequence-like
ENSG00000143195	387597	Homo sapiens	immunoglobulin-like domain containing receptor 2
ENSG00000129219	5338	Homo sapiens	phospholipase D2
ENSG00000186635	116985	Homo sapiens	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1
ENSG00000158195	10163	Homo sapiens	WAS protein family, member 2
ENSG00000159840	7791	Homo sapiens	zyxin
ENSG00000082898	7514	Homo sapiens	exportin 1 (CRM1 homolog, yeast)
ENSG00000100304	23170	Homo sapiens	tubulin tyrosine ligase-like family, member 12
ENSG00000182508	340596	Homo sapiens	lipoma HMGIC fusion partner-like 1
ENSG00000099998	2687	Homo sapiens	gamma-glutamyltransferase 5
ENSG00000173744	3267	Homo sapiens	ArfGAP with FG repeats 1
ENSG00000116016	2034	Homo sapiens	endothelial PAS domain protein 1
ENSG00000157927	55698	Homo sapiens	Ras association and DIL domains
ENSG00000143368	10262	Homo sapiens	splicing factor 3b, subunit 4, 49kDa
ENSG00000115884	6382	Homo sapiens	syndecan 1
ENSG00000172869	1657	Homo sapiens	Dmx-like 1
ENSG00000142583	6518	Homo sapiens	solute carrier family 2 (facilitated glucose/fructose transporter), member 5
ENSG00000105695	4099	Homo sapiens	myelin associated glycoprotein
ENSG00000160813	221908	Homo sapiens	chromosome 7 open reading frame 47
ENSG00000162924	5966	Homo sapiens	v-rel reticuloendotheliosis viral oncogene homolog (avian)
ENSG00000107651	11196	Homo sapiens	SEC23 interacting protein
ENSG00000115163	1058	Homo sapiens	centromere protein A
ENSG00000189108	26280	Homo sapiens	interleukin 1 receptor accessory protein-like 2
ENSG00000010278	928	Homo sapiens	CD9 molecule
ENSG00000013810	10460	Homo sapiens	transforming, acidic coiled-coil containing protein 3
ENSG00000160818	54865	Homo sapiens	G patch domain containing 4
ENSG00000152078	148534	Homo sapiens	transmembrane protein 56
ENSG00000002587	9957	Homo sapiens	heparan sulfate (glucosamine) 3-O-sulfotransferase 1
ENSG00000077152	29089	Homo sapiens	ubiquitin-conjugating enzyme E2T (putative)
ENSG00000152082	80097	Homo sapiens	family with sequence similarity 128, member B
ENSG00000157933	6497	Homo sapiens	v-ski sarcoma viral oncogene homolog (avian)
ENSG00000176024	79898	Homo sapiens	zinc finger protein 613
ENSG00000103512	23420	Homo sapiens	NODAL modulator 3; NODAL modulator 1; NODAL modulator 2
ENSG00000103512	408050	Homo sapiens	NODAL modulator 3; NODAL modulator 1; NODAL modulator 2
ENSG00000103512	283820	Homo sapiens	NODAL modulator 3; NODAL modulator 1; NODAL modulator 2
ENSG00000107201	23586	Homo sapiens	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58
ENSG00000143171	6258	Homo sapiens	retinoid X receptor, gamma
ENSG00000102580	5611	Homo sapiens	DnaJ (Hsp40) homolog, subfamily C, member 3
ENSG00000171603	22883	Homo sapiens	calsyntenin 1
ENSG00000178342	26251	Homo sapiens	potassium voltage-gated channel, subfamily G, member 2
ENSG00000196700	57473	Homo sapiens	zinc finger protein 512B
ENSG00000049449	5954	Homo sapiens	reticulocalbin 1, EF-hand calcium binding domain
ENSG00000126003	152845	Homo sapiens	pleiomorphic adenoma gene-like 2; similar to pleiomorphic adenoma gene-like 2
ENSG00000126003	5326	Homo sapiens	pleiomorphic adenoma gene-like 2; similar to pleiomorphic adenoma gene-like 2
ENSG00000112079	11329	Homo sapiens	serine/threonine kinase 38
ENSG00000055211	116254	Homo sapiens	chromosome 6 open reading frame 72
ENSG00000138759	80144	Homo sapiens	Fraser syndrome 1
ENSG00000156256	10600	Homo sapiens	ubiquitin specific peptidase 16
ENSG00000099968	23786	Homo sapiens	BCL2-like 13 (apoptosis facilitator)
ENSG00000176444	1196	Homo sapiens	CDC-like kinase 2
ENSG00000174891	51319	Homo sapiens	arginine/serine-rich coiled-coil 1
ENSG00000175756	54998	Homo sapiens	aurora kinase A interacting protein 1
ENSG00000179046	205860	Homo sapiens	tripartite motif family-like 2
ENSG00000167363	64122	Homo sapiens	fructosamine 3 kinase
ENSG00000158163	199221	Homo sapiens	DAZ interacting protein 1-like
ENSG00000101150	7165	Homo sapiens	tumor protein D52-like 2
ENSG00000178809	375593	Homo sapiens	tripartite motif-containing 73
ENSG00000099960	6545	Homo sapiens	solute carrier family 7 (cationic amino acid transporter, y+ system), member 4
ENSG00000124782	6239	Homo sapiens	ras responsive element binding protein 1
ENSG00000124787	10799	Homo sapiens	ribonuclease P/MRP 40kDa subunit
ENSG00000087263	55239	Homo sapiens	2-oxoglutarate and iron-dependent oxygenase domain containing 1
ENSG00000167360	390061	Homo sapiens	olfactory receptor, family 51, subfamily Q, member 1
ENSG00000165669	63877	Homo sapiens	chromosome 10 open reading frame 84
ENSG00000180386	85277	Homo sapiens	keratin-associated protein 9-2-like 1-like; keratin associated protein 9-7
ENSG00000180386	728341	Homo sapiens	keratin-associated protein 9-2-like 1-like; keratin associated protein 9-7
ENSG00000117318	3399	Homo sapiens	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein
ENSG00000175550	10589	Homo sapiens	DR1-associated protein 1 (negative cofactor 2 alpha)
ENSG00000165660	23172	Homo sapiens	family with sequence similarity 175, member B
ENSG00000118689	2309	Homo sapiens	forkhead box O3; forkhead box O3B pseudogene
ENSG00000118689	2310	Homo sapiens	forkhead box O3; forkhead box O3B pseudogene
ENSG00000152253	57405	Homo sapiens	SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)
ENSG00000204116	53344	Homo sapiens	cysteine-rich hydrophobic domain 1
ENSG00000011105	10867	Homo sapiens	tetraspanin 9
ENSG00000165661	169714	Homo sapiens	quiescin Q6 sulfhydryl oxidase 2
ENSG00000166527	338339	Homo sapiens	C-type lectin domain family 4, member D
ENSG00000156265	56911	Homo sapiens	chromosome 21 open reading frame 7
ENSG00000115317	27429	Homo sapiens	HtrA serine peptidase 2
ENSG00000176435	161198	Homo sapiens	C-type lectin domain family 14, member A
ENSG00000128268	4248	Homo sapiens	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase
ENSG00000179055	286365	Homo sapiens	olfactory receptor, family 13, subfamily D, member 1
ENSG00000179820	91663	Homo sapiens	myeloid-associated differentiation marker
ENSG00000167767	144501	Homo sapiens	keratin 80
ENSG00000126251	2866	Homo sapiens	G protein-coupled receptor 42 pseudogene
ENSG00000165678	27069	Homo sapiens	growth hormone inducible transmembrane protein
ENSG00000124772	57699	Homo sapiens	copine V
ENSG00000158156	55113	Homo sapiens	XK, Kell blood group complex subunit-related family, member 8
ENSG00000167769	125981	Homo sapiens	alkaline ceramidase 1
ENSG00000102409	56271	Homo sapiens	brain expressed, X-linked 4
ENSG00000134690	55143	Homo sapiens	cell division cycle associated 8
ENSG00000101276	113278	Homo sapiens	chromosome 20 open reading frame 54
ENSG00000176049	9832	Homo sapiens	Janus kinase and microtubule interacting protein 2
ENSG00000104371	27121	Homo sapiens	dickkopf homolog 4 (Xenopus laevis)
ENSG00000101146	8480	Homo sapiens	RAE1 RNA export 1 homolog (S. pombe)
ENSG00000140943	8720	Homo sapiens	membrane-bound transcription factor peptidase, site 1
ENSG00000137078	27240	Homo sapiens	signaling threshold regulating transmembrane adaptor 1
ENSG00000150636	79839	Homo sapiens	coiled-coil domain containing 102B
ENSG00000138175	403	Homo sapiens	ADP-ribosylation factor-like 3
ENSG00000099985	5008	Homo sapiens	oncostatin M
ENSG00000179855	126326	Homo sapiens	GIPC PDZ domain containing family, member 3
ENSG00000196118	90835	Homo sapiens	chromosome 16 open reading frame 93
ENSG00000126247	826	Homo sapiens	calpain, small subunit 1
ENSG00000110906	83892	Homo sapiens	potassium channel tetramerisation domain containing 10
ENSG00000110711	9049	Homo sapiens	aryl hydrocarbon receptor interacting protein
ENSG00000107882	51684	Homo sapiens	suppressor of fused homolog (Drosophila)
ENSG00000105855	3696	Homo sapiens	integrin, beta 8
ENSG00000132405	57533	Homo sapiens	TBC1 domain family, member 14
ENSG00000167513	81620	Homo sapiens	chromatin licensing and DNA replication factor 1
ENSG00000175779	400359	Homo sapiens	chromosome 15 open reading frame 53
ENSG00000105856	26959	Homo sapiens	HMG-box transcription factor 1
ENSG00000170312	983	Homo sapiens	cell division cycle 2, G1 to S and G2 to M
ENSG00000149305	9177	Homo sapiens	5-hydroxytryptamine (serotonin) receptor 3B
ENSG00000065308	9697	Homo sapiens	translocation associated membrane protein 2
ENSG00000133106	94240	Homo sapiens	epithelial stromal interaction 1 (breast)
ENSG00000082641	4779	Homo sapiens	nuclear factor (erythroid-derived 2)-like 1
ENSG00000159202	65264	Homo sapiens	ubiquitin-conjugating enzyme E2Z
ENSG00000124171	84612	Homo sapiens	par-6 partitioning defective 6 homolog beta (C. elegans)
ENSG00000156802	29028	Homo sapiens	ATPase family, AAA domain containing 2
ENSG00000012211	4007	Homo sapiens	prickle homolog 3 (Drosophila)
ENSG00000124383	10199	Homo sapiens	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)
ENSG00000061794	60488	Homo sapiens	mitochondrial ribosomal protein S35
ENSG00000137699	23650	Homo sapiens	tripartite motif-containing 29
ENSG00000001617	6405	Homo sapiens	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F
ENSG00000112246	6492	Homo sapiens	single-minded homolog 1 (Drosophila)
ENSG00000133316	54663	Homo sapiens	WD repeat domain 74
ENSG00000176058	286262	Homo sapiens	chromosome 9 open reading frame 75
ENSG00000185897	2865	Homo sapiens	free fatty acid receptor 3
ENSG00000183615	84734	Homo sapiens	family with sequence similarity 167, member B
ENSG00000128915	79664	Homo sapiens	NMDA receptor regulated 2
ENSG00000112039	2178	Homo sapiens	Fanconi anemia, complementation group E
ENSG00000183617	116541	Homo sapiens	mitochondrial ribosomal protein L54
ENSG00000153310	51571	Homo sapiens	family with sequence similarity 49, member B
ENSG00000196932	219623	Homo sapiens	transmembrane protein 26
ENSG00000074706	26034	Homo sapiens	interaction protein for cytohesin exchange factors 1
ENSG00000170523	3889	Homo sapiens	keratin 83
ENSG00000101161	24148	Homo sapiens	similar to U5 snRNP-associated 102 kDa protein (U5-102 kDa protein); PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)
ENSG00000101161	653889	Homo sapiens	similar to U5 snRNP-associated 102 kDa protein (U5-102 kDa protein); PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)
ENSG00000152049	23704	Homo sapiens	potassium voltage-gated channel, Isk-related family, member 4
