From	To	Species	Gene Name
ENSG00000182330	391002	Homo sapiens	Putative PRAME family member 24; PRAME family member 8
ENSG00000135930	9470	Homo sapiens	eukaryotic translation initiation factor 4E family member 2
ENSG00000183470	286023	Homo sapiens	hypothetical FLJ40288
ENSG00000112406	51696	Homo sapiens	headcase homolog (Drosophila)
ENSG00000063245	29924	Homo sapiens	epsin 1
ENSG00000115816	10153	Homo sapiens	CCAAT/enhancer binding protein (C/EBP), zeta
ENSG00000148840	23082	Homo sapiens	peroxisome proliferator-activated receptor gamma, coactivator-related 1
ENSG00000162736	23385	Homo sapiens	nicastrin
ENSG00000188522	644815	Homo sapiens	family with sequence similarity 83, member G
ENSG00000102786	26512	Homo sapiens	integrator complex subunit 6
ENSG00000183479	11219	Homo sapiens	three prime repair exonuclease 2; HAUS augmin-like complex, subunit 7
ENSG00000183479	55559	Homo sapiens	three prime repair exonuclease 2; HAUS augmin-like complex, subunit 7
ENSG00000103187	23406	Homo sapiens	coactosin-like 1 (Dictyostelium)
ENSG00000129151	8424	Homo sapiens	butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1
ENSG00000147164	29934	Homo sapiens	sorting nexin 12
ENSG00000184302	4990	Homo sapiens	SIX homeobox 6
ENSG00000196774	84210	Homo sapiens	hCG2042718; chromosome 21 open reading frame 81; ankyrin repeat domain 20 family, member A1; ankyrin repeat domain 20 family, member A3; ankyrin repeat domain 20 family, member A2
ENSG00000196774	441430	Homo sapiens	hCG2042718; chromosome 21 open reading frame 81; ankyrin repeat domain 20 family, member A1; ankyrin repeat domain 20 family, member A3; ankyrin repeat domain 20 family, member A2
ENSG00000196774	441425	Homo sapiens	hCG2042718; chromosome 21 open reading frame 81; ankyrin repeat domain 20 family, member A1; ankyrin repeat domain 20 family, member A3; ankyrin repeat domain 20 family, member A2
ENSG00000196774	642204	Homo sapiens	hCG2042718; chromosome 21 open reading frame 81; ankyrin repeat domain 20 family, member A1; ankyrin repeat domain 20 family, member A3; ankyrin repeat domain 20 family, member A2
ENSG00000196774	391267	Homo sapiens	hCG2042718; chromosome 21 open reading frame 81; ankyrin repeat domain 20 family, member A1; ankyrin repeat domain 20 family, member A3; ankyrin repeat domain 20 family, member A2
ENSG00000136231	10643	Homo sapiens	insulin-like growth factor 2 mRNA binding protein 3
ENSG00000122224	4063	Homo sapiens	lymphocyte antigen 9
ENSG00000108244	25984	Homo sapiens	keratin 23 (histone deacetylase inducible)
ENSG00000091527	55573	Homo sapiens	CDV3 homolog (mouse)
ENSG00000175416	1212	Homo sapiens	clathrin, light chain (Lcb)
ENSG00000011638	57146	Homo sapiens	transmembrane protein 159
ENSG00000108846	8714	Homo sapiens	ATP-binding cassette, sub-family C (CFTR/MRP), member 3
ENSG00000162729	93185	Homo sapiens	immunoglobulin superfamily, member 8
ENSG00000095713	55118	Homo sapiens	cartilage acidic protein 1
ENSG00000130723	84726	Homo sapiens	HLA-B associated transcript 2-like
ENSG00000183908	219527	Homo sapiens	leucine rich repeat containing 55
ENSG00000039537	729	Homo sapiens	complement component 6
ENSG00000136235	10457	Homo sapiens	glycoprotein (transmembrane) nmb
ENSG00000076344	8786	Homo sapiens	regulator of G-protein signaling 11
ENSG00000173141	78988	Homo sapiens	mitochondrial ribosomal protein 63
ENSG00000102900	9688	Homo sapiens	nucleoporin 93kDa
ENSG00000178394	3350	Homo sapiens	5-hydroxytryptamine (serotonin) receptor 1A
ENSG00000173041	340252	Homo sapiens	zinc finger protein 680
ENSG00000182687	8811	Homo sapiens	galanin receptor 2
ENSG00000171617	8507	Homo sapiens	ectodermal-neural cortex (with BTB-like domain)
ENSG00000137221	93643	Homo sapiens	tight junction associated protein 1 (peripheral)
ENSG00000113643	5917	Homo sapiens	arginyl-tRNA synthetase
ENSG00000102794	730249	Homo sapiens	immunoresponsive 1 homolog (mouse)
ENSG00000115380	2202	Homo sapiens	EGF-containing fibulin-like extracellular matrix protein 1
ENSG00000165478	220296	Homo sapiens	hepatocyte cell adhesion molecule; HEPACAM opposite strand 1
ENSG00000165478	641654	Homo sapiens	hepatocyte cell adhesion molecule; HEPACAM opposite strand 1
ENSG00000002919	29916	Homo sapiens	sorting nexin 11
ENSG00000099769	3483	Homo sapiens	insulin-like growth factor binding protein, acid labile subunit
ENSG00000187522	51182	Homo sapiens	heat shock 70kDa protein 14
ENSG00000166997	245812	Homo sapiens	canopy 4 homolog (zebrafish)
ENSG00000171812	1296	Homo sapiens	collagen, type VIII, alpha 2
ENSG00000154114	219899	Homo sapiens	tubulin folding cofactor E-like
ENSG00000111700	28234	Homo sapiens	solute carrier organic anion transporter family, member 1B3
ENSG00000161921	58191	Homo sapiens	chemokine (C-X-C motif) ligand 16
ENSG00000175395	219749	Homo sapiens	zinc finger protein 25
ENSG00000100335	54471	Homo sapiens	Smith-Magenis syndrome chromosome region, candidate 7-like
ENSG00000117519	1266	Homo sapiens	calponin 3, acidic
ENSG00000066044	1994	Homo sapiens	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)
ENSG00000188428	63915	Homo sapiens	thioredoxin domain containing 5 (endoplasmic reticulum); muted homolog (mouse)
ENSG00000188428	81567	Homo sapiens	thioredoxin domain containing 5 (endoplasmic reticulum); muted homolog (mouse)
ENSG00000071859	9130	Homo sapiens	family with sequence similarity 50, member A
ENSG00000166596	146845	Homo sapiens	WD repeat domain 16
ENSG00000187922	414332	Homo sapiens	lipocalin 10
ENSG00000171049	2358	Homo sapiens	formyl peptide receptor 2
ENSG00000142798	3339	Homo sapiens	heparan sulfate proteoglycan 2
ENSG00000163328	151556	Homo sapiens	G protein-coupled receptor 155
ENSG00000182670	7267	Homo sapiens	tetratricopeptide repeat domain 3; tetratricopeptide repeat domain 3-like
ENSG00000182670	286495	Homo sapiens	tetratricopeptide repeat domain 3; tetratricopeptide repeat domain 3-like
ENSG00000113658	4090	Homo sapiens	SMAD family member 5
ENSG00000168140	114990	Homo sapiens	vasorin
ENSG00000175104	7189	Homo sapiens	TNF receptor-associated factor 6
ENSG00000186871	54821	Homo sapiens	excision repair cross-complementing rodent repair deficiency, complementation group 6-like
ENSG00000129595	64097	Homo sapiens	erythrocyte membrane protein band 4.1 like 4A
ENSG00000132498	84210	Homo sapiens	hCG2042718; chromosome 21 open reading frame 81; ankyrin repeat domain 20 family, member A1; ankyrin repeat domain 20 family, member A3; ankyrin repeat domain 20 family, member A2
ENSG00000132498	441430	Homo sapiens	hCG2042718; chromosome 21 open reading frame 81; ankyrin repeat domain 20 family, member A1; ankyrin repeat domain 20 family, member A3; ankyrin repeat domain 20 family, member A2
ENSG00000132498	441425	Homo sapiens	hCG2042718; chromosome 21 open reading frame 81; ankyrin repeat domain 20 family, member A1; ankyrin repeat domain 20 family, member A3; ankyrin repeat domain 20 family, member A2
ENSG00000132498	642204	Homo sapiens	hCG2042718; chromosome 21 open reading frame 81; ankyrin repeat domain 20 family, member A1; ankyrin repeat domain 20 family, member A3; ankyrin repeat domain 20 family, member A2
ENSG00000132498	391267	Homo sapiens	hCG2042718; chromosome 21 open reading frame 81; ankyrin repeat domain 20 family, member A1; ankyrin repeat domain 20 family, member A3; ankyrin repeat domain 20 family, member A2
ENSG00000184530	352999	Homo sapiens	chromosome 6 open reading frame 58
ENSG00000003400	843	Homo sapiens	caspase 10, apoptosis-related cysteine peptidase
ENSG00000088038	4849	Homo sapiens	CCR4-NOT transcription complex, subunit 3
ENSG00000120057	6425	Homo sapiens	secreted frizzled-related protein 5
ENSG00000100344	80339	Homo sapiens	patatin-like phospholipase domain containing 3
ENSG00000171634	2186	Homo sapiens	bromodomain PHD finger transcription factor
ENSG00000129450	27180	Homo sapiens	sialic acid binding Ig-like lectin 9
ENSG00000069869	4734	Homo sapiens	neural precursor cell expressed, developmentally down-regulated 4
ENSG00000124126	57580	Homo sapiens	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1
ENSG00000133561	474344	Homo sapiens	GTPase, IMAP family member 6
ENSG00000174448	147323	Homo sapiens	StAR-related lipid transfer (START) domain containing 6
ENSG00000015285	7454	Homo sapiens	Wiskott-Aldrich syndrome (eczema-thrombocytopenia)
ENSG00000105392	1406	Homo sapiens	cone-rod homeobox
ENSG00000120832	80298	Homo sapiens	MTERF domain containing 3
ENSG00000184564	84189	Homo sapiens	SLIT and NTRK-like family, member 6
ENSG00000187185	388282	Homo sapiens	hypothetical LOC388282
ENSG00000214753	221092	Homo sapiens	heterogeneous nuclear ribonucleoprotein U-like 2
ENSG00000104321	8989	Homo sapiens	transient receptor potential cation channel, subfamily A, member 1
ENSG00000104324	10404	Homo sapiens	plasma glutamate carboxypeptidase
ENSG00000100354	23112	Homo sapiens	trinucleotide repeat containing 6B
ENSG00000108523	26001	Homo sapiens	ring finger protein 167
ENSG00000068976	5837	Homo sapiens	phosphorylase, glycogen, muscle
ENSG00000137413	129685	Homo sapiens	TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 43kDa
ENSG00000154645	140578	Homo sapiens	chondrolectin
ENSG00000100565	145497	Homo sapiens	chromosome 14 open reading frame 166B
ENSG00000154646	5651	Homo sapiens	protease, serine, 7 (enterokinase)
ENSG00000161905	246	Homo sapiens	arachidonate 15-lipoxygenase
ENSG00000174640	6578	Homo sapiens	solute carrier organic anion transporter family, member 2A1
ENSG00000105388	1048	Homo sapiens	carcinoembryonic antigen-related cell adhesion molecule 5
ENSG00000111530	55832	Homo sapiens	cullin-associated and neddylation-dissociated 1
ENSG00000168830	3354	Homo sapiens	5-hydroxytryptamine (serotonin) receptor 1E
ENSG00000163346	57326	Homo sapiens	pre-B-cell leukemia homeobox interacting protein 1
ENSG00000116237	23463	Homo sapiens	isoprenylcysteine carboxyl methyltransferase
ENSG00000120837	4801	Homo sapiens	nuclear transcription factor Y, beta
ENSG00000124713	27232	Homo sapiens	glycine N-methyltransferase
ENSG00000132470	3691	Homo sapiens	integrin, beta 4
ENSG00000146757	168374	Homo sapiens	zinc finger protein 92
ENSG00000071051	8440	Homo sapiens	NCK adaptor protein 2
ENSG00000104312	8767	Homo sapiens	receptor-interacting serine-threonine kinase 2
ENSG00000187554	7100	Homo sapiens	toll-like receptor 5
ENSG00000127561	9143	Homo sapiens	synaptogyrin 3
ENSG00000071054	9448	Homo sapiens	mitogen-activated protein kinase kinase kinase kinase 4
ENSG00000160284	84221	Homo sapiens	chromosome 21 open reading frame 56
ENSG00000187764	10507	Homo sapiens	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D
ENSG00000155876	10670	Homo sapiens	Ras-related GTP binding A
ENSG00000108784	4669	Homo sapiens	N-acetylglucosaminidase, alpha-
ENSG00000089195	51605	Homo sapiens	tRNA methyltransferase 6 homolog (S. cerevisiae)
ENSG00000148634	26091	Homo sapiens	hect domain and RLD 4
ENSG00000101198	128414	Homo sapiens	Na+/K+ transporting ATPase interacting 4
ENSG00000083750	10325	Homo sapiens	Ras-related GTP binding B
ENSG00000115756	3241	Homo sapiens	hippocalcin-like 1
ENSG00000105675	495	Homo sapiens	ATPase, H+/K+ exchanging, alpha polypeptide
ENSG00000175707	126695	Homo sapiens	chromosome 1 open reading frame 172
ENSG00000150403	55002	Homo sapiens	transmembrane and coiled-coil domains 3
ENSG00000044446	5256	Homo sapiens	phosphorylase kinase, alpha 2 (liver)
ENSG00000145808	171019	Homo sapiens	ADAM metallopeptidase with thrombospondin type 1 motif, 19
ENSG00000184500	5627	Homo sapiens	protein S (alpha)
ENSG00000114745	64689	Homo sapiens	golgi reassembly stacking protein 1, 65kDa
ENSG00000205403	3426	Homo sapiens	complement factor I
ENSG00000172890	55191	Homo sapiens	NAD synthetase 1
ENSG00000089597	23193	Homo sapiens	glucosidase, alpha; neutral AB
ENSG00000125814	63908	Homo sapiens	N-ethylmaleimide-sensitive factor attachment protein, beta
ENSG00000019582	972	Homo sapiens	CD74 molecule, major histocompatibility complex, class II invariant chain
ENSG00000143190	5451	Homo sapiens	POU class 2 homeobox 1
ENSG00000140691	79798	Homo sapiens	armadillo repeat containing 5
ENSG00000137478	9873	Homo sapiens	FCH and double SH3 domains 2
ENSG00000155099	55529	Homo sapiens	transmembrane protein 55A
ENSG00000152495	814	Homo sapiens	calcium/calmodulin-dependent protein kinase IV
ENSG00000134851	55858	Homo sapiens	transmembrane protein 165
ENSG00000092529	825	Homo sapiens	calpain 3, (p94)
ENSG00000085831	22996	Homo sapiens	tetratricopeptide repeat domain 39A
ENSG00000135587	6610	Homo sapiens	sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)
ENSG00000092531	8773	Homo sapiens	synaptosomal-associated protein, 23kDa
ENSG00000129219	5338	Homo sapiens	phospholipase D2
ENSG00000189132	170062	Homo sapiens	family with sequence similarity 47, member B
ENSG00000186638	347240	Homo sapiens	kinesin family member 24
ENSG00000100304	23170	Homo sapiens	tubulin tyrosine ligase-like family, member 12
ENSG00000100307	23492	Homo sapiens	chromobox homolog 7
ENSG00000143368	10262	Homo sapiens	splicing factor 3b, subunit 4, 49kDa
ENSG00000174483	582	Homo sapiens	Bardet-Biedl syndrome 1
ENSG00000115884	6382	Homo sapiens	syndecan 1
ENSG00000146521	26238	Homo sapiens	chromosome 6 open reading frame 123
ENSG00000142583	6518	Homo sapiens	solute carrier family 2 (facilitated glucose/fructose transporter), member 5
ENSG00000069482	51083	Homo sapiens	galanin prepropeptide
ENSG00000174871	254263	Homo sapiens	cornichon homolog 2 (Drosophila)
ENSG00000162924	5966	Homo sapiens	v-rel reticuloendotheliosis viral oncogene homolog (avian)
ENSG00000107651	11196	Homo sapiens	SEC23 interacting protein
ENSG00000119147	84417	Homo sapiens	chromosome 2 open reading frame 40
ENSG00000115163	1058	Homo sapiens	centromere protein A
ENSG00000140443	3480	Homo sapiens	insulin-like growth factor 1 receptor
ENSG00000189108	26280	Homo sapiens	interleukin 1 receptor accessory protein-like 2
ENSG00000165449	220963	Homo sapiens	solute carrier family 16, member 9 (monocarboxylic acid transporter 9)
ENSG00000197414	727832	Homo sapiens	hypothetical LOC645202; Putative golgin subfamily A member 6-like protein 6; hypothetical LOC100132202; golgi autoantigen, golgin subfamily a-like
ENSG00000197414	283767	Homo sapiens	hypothetical LOC645202; Putative golgin subfamily A member 6-like protein 6; hypothetical LOC100132202; golgi autoantigen, golgin subfamily a-like
ENSG00000197414	645202	Homo sapiens	hypothetical LOC645202; Putative golgin subfamily A member 6-like protein 6; hypothetical LOC100132202; golgi autoantigen, golgin subfamily a-like
ENSG00000197414	440243	Homo sapiens	hypothetical LOC645202; Putative golgin subfamily A member 6-like protein 6; hypothetical LOC100132202; golgi autoantigen, golgin subfamily a-like
ENSG00000197414	100132202	Homo sapiens	hypothetical LOC645202; Putative golgin subfamily A member 6-like protein 6; hypothetical LOC100132202; golgi autoantigen, golgin subfamily a-like
ENSG00000188487	387755	Homo sapiens	inscuteable homolog (Drosophila)
ENSG00000174600	1240	Homo sapiens	chemokine-like receptor 1
ENSG00000157933	6497	Homo sapiens	v-ski sarcoma viral oncogene homolog (avian)
ENSG00000134480	902	Homo sapiens	cyclin H
ENSG00000143171	6258	Homo sapiens	retinoid X receptor, gamma
ENSG00000197410	54798	Homo sapiens	dachsous 2 (Drosophila)
ENSG00000102580	5611	Homo sapiens	DnaJ (Hsp40) homolog, subfamily C, member 3
ENSG00000171603	22883	Homo sapiens	calsyntenin 1
ENSG00000134873	9071	Homo sapiens	claudin 10
ENSG00000054983	2581	Homo sapiens	galactosylceramidase
ENSG00000171612	84275	Homo sapiens	solute carrier family 25, member 33
ENSG00000100320	23543	Homo sapiens	RNA binding motif protein 9
ENSG00000084734	2646	Homo sapiens	glucokinase (hexokinase 4) regulator
ENSG00000174898	257062	Homo sapiens	transmembrane protein 146
ENSG00000204315	63943	Homo sapiens	FK506 binding protein like
ENSG00000196136	12	Homo sapiens	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3
ENSG00000119125	9615	Homo sapiens	guanine deaminase
ENSG00000183023	6546	Homo sapiens	solute carrier family 8 (sodium/calcium exchanger), member 1
ENSG00000125648	79085	Homo sapiens	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23
ENSG00000119938	5507	Homo sapiens	protein phosphatase 1, regulatory (inhibitor) subunit 3C
ENSG00000053254	1112	Homo sapiens	forkhead box N3
ENSG00000179046	205860	Homo sapiens	tripartite motif family-like 2
ENSG00000119725	57862	Homo sapiens	zinc finger protein 410
ENSG00000018610	63932	Homo sapiens	chromosome X open reading frame 56
ENSG00000099960	6545	Homo sapiens	solute carrier family 7 (cationic amino acid transporter, y+ system), member 4
ENSG00000138756	55589	Homo sapiens	BMP2 inducible kinase
ENSG00000125843	55317	Homo sapiens	chromosome 20 open reading frame 29
ENSG00000101460	84557	Homo sapiens	microtubule-associated protein 1 light chain 3 alpha
ENSG00000124787	10799	Homo sapiens	ribonuclease P/MRP 40kDa subunit
ENSG00000089351	57655	Homo sapiens	GRAM domain containing 1A
ENSG00000198270	89894	Homo sapiens	transmembrane protein 116
ENSG00000167360	390061	Homo sapiens	olfactory receptor, family 51, subfamily Q, member 1
ENSG00000168610	6774	Homo sapiens	signal transducer and activator of transcription 3 (acute-phase response factor)
ENSG00000124194	78997	Homo sapiens	ganglioside-induced differentiation-associated protein 1-like 1
ENSG00000149328	89944	Homo sapiens	galactosidase, beta 1-like 2
ENSG00000076053	10179	Homo sapiens	RNA binding motif protein 7
ENSG00000188493	284325	Homo sapiens	chromosome 19 open reading frame 54
ENSG00000118689	2309	Homo sapiens	forkhead box O3; forkhead box O3B pseudogene
ENSG00000118689	2310	Homo sapiens	forkhead box O3; forkhead box O3B pseudogene
ENSG00000152253	57405	Homo sapiens	SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)
ENSG00000174697	3952	Homo sapiens	leptin
ENSG00000166529	7589	Homo sapiens	zinc finger and SCAN domain containing 21
ENSG00000167775	51293	Homo sapiens	CD320 molecule
ENSG00000011105	10867	Homo sapiens	tetraspanin 9
ENSG00000165661	169714	Homo sapiens	quiescin Q6 sulfhydryl oxidase 2
ENSG00000166527	338339	Homo sapiens	C-type lectin domain family 4, member D
ENSG00000112062	1432	Homo sapiens	mitogen-activated protein kinase 14
ENSG00000141469	6563	Homo sapiens	solute carrier family 14 (urea transporter), member 1 (Kidd blood group)
ENSG00000128268	4248	Homo sapiens	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase
ENSG00000179055	286365	Homo sapiens	olfactory receptor, family 13, subfamily D, member 1
ENSG00000196141	26010	Homo sapiens	spermatogenesis associated, serine-rich 2-like
ENSG00000109193	6783	Homo sapiens	sulfotransferase family 1E, estrogen-preferring, member 1
ENSG00000111981	80329	Homo sapiens	UL16 binding protein 1
ENSG00000087253	54947	Homo sapiens	lysophosphatidylcholine acyltransferase 2
ENSG00000101470	7125	Homo sapiens	troponin C type 2 (fast)
ENSG00000165678	27069	Homo sapiens	growth hormone inducible transmembrane protein
ENSG00000104375	6788	Homo sapiens	serine/threonine kinase 3 (STE20 homolog, yeast)
ENSG00000203733	100126572	Homo sapiens	gap junction protein, epsilon 1, 23kDa
ENSG00000188211	374383	Homo sapiens	hypothetical protein DKFZp686O24166
ENSG00000072954	79041	Homo sapiens	transmembrane protein 38A
ENSG00000180998	283554	Homo sapiens	G protein-coupled receptor 137C
ENSG00000167371	112476	Homo sapiens	proline-rich transmembrane protein 2
ENSG00000178821	339456	Homo sapiens	transmembrane protein 52
ENSG00000167765	729975	Homo sapiens	hypothetical protein LOC729975
ENSG00000119915	83401	Homo sapiens	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 3
ENSG00000099985	5008	Homo sapiens	oncostatin M
ENSG00000179855	126326	Homo sapiens	GIPC PDZ domain containing family, member 3
ENSG00000196118	90835	Homo sapiens	chromosome 16 open reading frame 93
ENSG00000153303	79981	Homo sapiens	FERM domain containing 1
ENSG00000126247	826	Homo sapiens	calpain, small subunit 1
ENSG00000186625	11104	Homo sapiens	katanin p60 (ATPase-containing) subunit A 1
ENSG00000066382	744	Homo sapiens	metallophosphoesterase domain containing 2
ENSG00000110711	9049	Homo sapiens	aryl hydrocarbon receptor interacting protein
ENSG00000119919	159296	Homo sapiens	NK2 transcription factor related, locus 3 (Drosophila)
ENSG00000186815	53373	Homo sapiens	two pore segment channel 1
ENSG00000167513	81620	Homo sapiens	chromatin licensing and DNA replication factor 1
ENSG00000105650	5143	Homo sapiens	phosphodiesterase 4C, cAMP-specific (phosphodiesterase E1 dunce homolog, Drosophila)
ENSG00000105856	26959	Homo sapiens	HMG-box transcription factor 1
ENSG00000170312	983	Homo sapiens	cell division cycle 2, G1 to S and G2 to M
ENSG00000180964	90843	Homo sapiens	transcription elongation factor A (SII)-like 8
ENSG00000065308	9697	Homo sapiens	translocation associated membrane protein 2
ENSG00000167103	138429	Homo sapiens	phosphatidylinositol-4-phosphate 5-kinase-like 1
ENSG00000170509	345275	Homo sapiens	hydroxysteroid (17-beta) dehydrogenase 13
ENSG00000159202	65264	Homo sapiens	ubiquitin-conjugating enzyme E2Z
ENSG00000167380	7769	Homo sapiens	zinc finger protein 226
ENSG00000179021	285237	Homo sapiens	chromosome 3 open reading frame 38
ENSG00000124171	84612	Homo sapiens	par-6 partitioning defective 6 homolog beta (C. elegans)
ENSG00000156802	29028	Homo sapiens	ATPase family, AAA domain containing 2
ENSG00000125820	4821	Homo sapiens	NK2 homeobox 2
ENSG00000082438	22837	Homo sapiens	COBL-like 1
ENSG00000124383	10199	Homo sapiens	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)
ENSG00000137699	23650	Homo sapiens	tripartite motif-containing 29
ENSG00000061794	60488	Homo sapiens	mitochondrial ribosomal protein S35
ENSG00000157483	4643	Homo sapiens	myosin IE
ENSG00000140955	161931	Homo sapiens	adenosine deaminase domain containing 2
ENSG00000196313	9883	Homo sapiens	POM121 membrane glycoprotein (rat)
ENSG00000176058	286262	Homo sapiens	chromosome 9 open reading frame 75
ENSG00000160200	875	Homo sapiens	cystathionine-beta-synthase
ENSG00000112039	2178	Homo sapiens	Fanconi anemia, complementation group E
ENSG00000183617	116541	Homo sapiens	mitochondrial ribosomal protein L54
ENSG00000153310	51571	Homo sapiens	family with sequence similarity 49, member B
ENSG00000183019	199675	Homo sapiens	chromosome 19 open reading frame 59
ENSG00000185158	114659	Homo sapiens	similar to hCG1991475; leucine rich repeat containing 37B
ENSG00000185158	646030	Homo sapiens	similar to hCG1991475; leucine rich repeat containing 37B
ENSG00000170522	79071	Homo sapiens	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)
ENSG00000138744	27163	Homo sapiens	N-acylethanolamine acid amidase
ENSG00000074706	26034	Homo sapiens	interaction protein for cytohesin exchange factors 1
ENSG00000179840	644997	Homo sapiens	chromosome 1 open reading frame 200
ENSG00000101161	24148	Homo sapiens	similar to U5 snRNP-associated 102 kDa protein (U5-102 kDa protein); PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)
ENSG00000101161	653889	Homo sapiens	similar to U5 snRNP-associated 102 kDa protein (U5-102 kDa protein); PRP6 pre-mRNA processing factor 6 homolog (S. cerevisiae)
ENSG00000152049	23704	Homo sapiens	potassium voltage-gated channel, Isk-related family, member 4
ENSG00000101294	81502	Homo sapiens	histocompatibility (minor) 13
ENSG00000167395	9726	Homo sapiens	zinc finger protein 646
ENSG00000101298	9751	Homo sapiens	syntaphilin; RAD21-like 1 (S. pombe)
ENSG00000101298	642636	Homo sapiens	syntaphilin; RAD21-like 1 (S. pombe)
ENSG00000082074	2533	Homo sapiens	FYN binding protein (FYB-120/130)
ENSG00000114473	84223	Homo sapiens	IQ motif containing G
ENSG00000177981	140461	Homo sapiens	ankyrin repeat and SOCS box-containing 8
ENSG00000101493	9658	Homo sapiens	zinc finger protein 516
ENSG00000167110	2801	Homo sapiens	golgi autoantigen, golgin subfamily a, 2
ENSG00000180398	90411	Homo sapiens	multiple coagulation factor deficiency 2
ENSG00000167785	148156	Homo sapiens	zinc finger protein 558
ENSG00000001629	54467	Homo sapiens	ankyrin repeat and IBR domain containing 1
ENSG00000062524	4058	Homo sapiens	leukocyte receptor tyrosine kinase
ENSG00000006282	64847	Homo sapiens	spermatogenesis associated 20
ENSG00000138798	1950	Homo sapiens	epidermal growth factor (beta-urogastrone)
ENSG00000081181	384	Homo sapiens	arginase, type II
ENSG00000164970	203259	Homo sapiens	chromosome 9 open reading frame 25
ENSG00000160214	8568	Homo sapiens	ribosomal RNA processing 1 homolog (S. cerevisiae)
ENSG00000106348	3614	Homo sapiens	IMP (inosine monophosphate) dehydrogenase 1
ENSG00000143105	3744	Homo sapiens	potassium voltage-gated channel, shaker-related subfamily, member 10
ENSG00000005189	81691	Homo sapiens	exonuclease NEF-sp
ENSG00000100101	79159	Homo sapiens	nucleolar protein 12
ENSG00000187123	130574	Homo sapiens	LY6/PLAUR domain containing 6
ENSG00000153930	162282	Homo sapiens	ankyrin-repeat and fibronectin type III domain containing 1
ENSG00000164978	318	Homo sapiens	nudix (nucleoside diphosphate linked moiety X)-type motif 2
ENSG00000197620	541578	Homo sapiens	chromosome X open reading frame 40A; chromosome X open reading frame 40B
ENSG00000197620	91966	Homo sapiens	chromosome X open reading frame 40A; chromosome X open reading frame 40B
ENSG00000099721	266	Homo sapiens	amelogenin, Y-linked
ENSG00000110046	23130	Homo sapiens	ATG2 autophagy related 2 homolog A (S. cerevisiae)
ENSG00000139292	8549	Homo sapiens	leucine-rich repeat-containing G protein-coupled receptor 5
ENSG00000196378	80778	Homo sapiens	zinc finger protein 34
ENSG00000160209	8566	Homo sapiens	pyridoxal (pyridoxine, vitamin B6) kinase
ENSG00000054523	23095	Homo sapiens	kinesin family member 1B
ENSG00000203786	448834	Homo sapiens	keratinocyte proline-rich protein
ENSG00000119760	9913	Homo sapiens	suppressor of Ty 7 (S. cerevisiae)-like
ENSG00000187325	51616	Homo sapiens	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa
ENSG00000167123	51148	Homo sapiens	cerebral endothelial cell adhesion molecule
ENSG00000124743	401265	Homo sapiens	kelch-like 31 (Drosophila)
ENSG00000171017	80131	Homo sapiens	leucine rich repeat containing 8 family, member E
ENSG00000141232	10140	Homo sapiens	transducer of ERBB2, 1
ENSG00000167525	147011	Homo sapiens	protein interacting with cyclin A1
ENSG00000187959	642843	Homo sapiens	cleavage and polyadenylation specific factor 4-like
ENSG00000078795	27039	Homo sapiens	polycystic kidney disease 2-like 2
ENSG00000184571	440822	Homo sapiens	piwi-like 3 (Drosophila)
ENSG00000154165	2838	Homo sapiens	G protein-coupled receptor 15
ENSG00000164615	819	Homo sapiens	calcium modulating ligand
ENSG00000184574	57121	Homo sapiens	lysophosphatidic acid receptor 5
ENSG00000152022	128077	Homo sapiens	Lix1 homolog (mouse)-like
ENSG00000185818	339983	Homo sapiens	N-acetyltransferase 8-like (GCN5-related, putative)
ENSG00000167139	161514	Homo sapiens	TBC1 domain family, member 21
ENSG00000093072	51816	Homo sapiens	cat eye syndrome chromosome region, candidate 1
ENSG00000100503	51199	Homo sapiens	ninein (GSK3B interacting protein)
ENSG00000101109	6789	Homo sapiens	serine/threonine kinase 4
ENSG00000133136	347687	Homo sapiens	guanine nucleotide binding protein (G protein), gamma 5 pseudogene 2
ENSG00000153531	113622	Homo sapiens	ADP-ribosylhydrolase like 1
ENSG00000133134	84707	Homo sapiens	brain expressed X-linked 2
ENSG00000143318	844	Homo sapiens	calsequestrin 1 (fast-twitch, skeletal muscle)
